property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_cat,floor catt,price
Flat,sector 62,3.0,3.0,3,New Property,2342.0,1,0,2,Low,high,4.0
Flat,sector 43,4.0,4.0,3+,Moderately Old,2712.0,1,0,0,Low,mid,6.2
Flat,manesar,3.0,3.0,3+,Moderately Old,1900.0,1,0,0,Low,mid,0.9
Flat,sector 69,2.0,3.0,1,Relatively New,1221.0,0,0,0,High,lower,1.2
Flat,sector 80,3.0,4.0,2,Moderately Old,1922.0,1,0,0,Medium,mid,1.4
House,sector 43,6.0,6.0,3,Relatively New,1935.0,1,0,2,Low,lower,5.8
Flat,sector 106,2.0,2.0,3,New Property,1200.0,0,0,2,High,mid,0.97
Flat,sector 84,3.0,3.0,3+,Relatively New,1561.0,0,0,0,Medium,mid,0.85
Flat,sector 50,2.0,2.0,2,Moderately Old,1330.0,0,0,2,High,high,1.14
Flat,sector 92,3.0,3.0,3,Relatively New,1700.0,1,0,0,Low,mid,0.72
Flat,sector 92,4.0,4.0,3,Relatively New,2518.0,1,0,0,Medium,mid,1.18
Flat,sector 92,4.0,5.0,3+,Moderately Old,1716.0,1,0,0,Low,lower,0.95
Flat,sector 89,3.0,3.0,2,New Property,2357.0,0,0,0,Low,lower,1.3
Flat,sector 48,3.0,3.0,3+,Old Property,1895.0,0,0,2,Low,mid,1.6
Flat,sector 102,2.0,2.0,1,Relatively New,1163.0,0,1,0,Medium,mid,0.47
Flat,sector 33,2.0,2.0,3+,Under Construction,1253.0,0,0,0,Low,lower,0.95
Flat,sector 92,3.0,2.0,2,Relatively New,1556.0,0,0,0,Low,high,0.75
Flat,sector 48,3.0,4.0,3,Moderately Old,4778.0,0,0,0,Medium,mid,5.0
Flat,sector 90,2.0,2.0,1,New Property,696.0,0,0,2,Low,lower,0.45
House,sector 13,2.0,2.0,2,Old Property,1426.0,0,0,0,Low,lower,1.5
Flat,sector 79,3.0,3.0,3,Relatively New,2308.0,0,0,2,Medium,high,1.1
House,sector 109,4.0,4.0,3+,Relatively New,2430.0,1,1,0,High,lower,6.0
House,sector 26,6.0,7.0,3+,New Property,4518.0,1,1,2,Medium,lower,17.3
Flat,sector 113,3.0,3.0,3+,Relatively New,1890.0,0,0,0,High,lower,2.45
House,sector 108,1.0,1.0,No,Relatively New,2680.0,0,0,0,Low,lower,1.34
Flat,sector 82a,3.0,3.0,3+,Relatively New,1893.0,1,0,1,High,high,2.2
House,sector 50,3.0,3.0,2,Old Property,3231.0,1,0,2,Medium,lower,8.45
Flat,sector 90,4.0,4.0,3+,Relatively New,2004.0,0,0,0,Medium,mid,1.78
Flat,sector 53,3.0,4.0,3+,New Property,2895.0,0,0,0,Medium,mid,4.8
House,sector 7,2.0,2.0,2,Old Property,1440.0,0,0,0,Low,lower,2.0
Flat,sohna road,3.0,2.0,No,Under Construction,1120.0,0,0,0,Medium,lower,0.9
House,sector 37d,3.0,3.0,3,Under Construction,1570.0,0,0,0,Medium,lower,1.27
House,sector 4,3.0,2.0,1,Moderately Old,783.0,0,0,0,Low,lower,0.67
House,sector 50,4.0,4.0,2,Moderately Old,4500.0,1,0,0,High,lower,15.0
Flat,sector 65,3.0,3.0,2,Moderately Old,4278.0,0,1,0,Medium,mid,7.0
Flat,sector 102,2.0,2.0,1,Relatively New,1163.0,0,1,0,High,mid,0.48
Flat,sector 92,4.0,4.0,3,New Property,1828.0,0,0,0,Low,high,1.0
Flat,sector 47,3.0,3.0,No,Moderately Old,2667.0,0,0,2,Low,lower,2.4
Flat,sector 84,3.0,3.0,3,Relatively New,3665.0,1,0,0,Low,mid,1.49
House,sector 7,2.0,3.0,2,Old Property,963.0,0,0,0,Low,lower,1.3
Flat,sector 66,2.0,2.0,2,Relatively New,1072.0,0,0,0,Medium,mid,1.7
Flat,sector 4,3.0,2.0,2,New Property,1500.0,0,0,2,Low,lower,1.05
Flat,sector 83,3.0,3.0,3,Relatively New,1600.0,1,0,2,High,lower,1.72
Flat,sector 61,2.0,2.0,2,Under Construction,1278.0,0,0,0,Low,lower,1.7
Flat,sector 109,4.0,4.0,2,Relatively New,2380.0,1,0,0,Low,mid,1.97
Flat,sector 48,4.0,4.0,3+,Moderately Old,4267.0,1,0,2,High,mid,2.65
Flat,sector 72,4.0,4.0,3+,New Property,3000.0,1,0,2,High,high,5.25
Flat,sector 102,4.0,5.0,3+,Relatively New,2600.0,1,0,2,High,mid,2.5
Flat,sector 69,4.0,4.0,1,Relatively New,1782.0,0,0,0,Medium,mid,1.75
Flat,sector 79,2.0,2.0,3,New Property,1747.0,0,0,0,Medium,lower,1.41
Flat,sector 67,3.0,4.0,3+,Relatively New,2490.0,1,0,2,Medium,high,3.65
Flat,sector 53,4.0,5.0,3+,Relatively New,3000.0,1,0,2,High,mid,6.5
Flat,sector 90,3.0,3.0,3,Moderately Old,1541.0,1,0,0,Low,high,1.25
Flat,sector 76,3.0,3.0,3+,Relatively New,1597.0,0,0,2,Medium,mid,1.05
Flat,sector 90,3.0,3.0,2,Relatively New,1650.0,0,0,0,Low,mid,1.26
Flat,sector 49,4.0,5.0,3,Moderately Old,3356.0,1,0,1,Low,mid,3.6
Flat,sector 86,4.0,4.0,3+,Moderately Old,2139.0,1,0,0,Medium,high,1.54
Flat,sector 37d,3.0,3.0,3,Relatively New,1639.0,0,0,0,Medium,mid,1.45
Flat,sector 54,3.0,3.0,3+,Moderately Old,2250.0,0,0,2,Medium,lower,1.59
Flat,sector 56,3.0,3.0,3,Old Property,1810.0,1,0,2,Medium,mid,1.55
Flat,sector 95,3.0,2.0,1,Relatively New,716.0,0,0,2,Medium,lower,0.38
House,sector 70a,4.0,4.0,3+,Relatively New,5500.0,1,1,0,Medium,lower,4.02
Flat,sector 61,3.0,3.0,3,New Property,1630.0,0,0,2,Medium,lower,2.41
House,sector 4,2.0,1.0,3+,Moderately Old,4635.0,0,0,0,Low,lower,4.12
Flat,sector 109,3.0,4.0,3+,Relatively New,2100.0,1,0,2,High,mid,2.1
Flat,sector 74,3.0,3.0,3,New Property,2018.0,0,1,0,Medium,mid,2.7
Flat,sector 81,2.0,2.0,1,Relatively New,1094.0,0,0,2,Low,mid,0.48
Flat,sector 92,2.0,2.0,3,Moderately Old,905.0,0,0,0,Low,lower,0.5
Flat,sector 102,2.0,2.0,3,Relatively New,1238.0,0,0,0,Low,lower,1.41
Flat,sector 61,3.0,3.0,2,Under Construction,1475.0,0,0,0,Medium,lower,2.3
Flat,sector 56,4.0,4.0,3,Relatively New,4504.0,0,0,2,Low,mid,2.0
Flat,sector 60,4.0,5.0,3,Moderately Old,2791.0,1,0,2,Medium,high,3.8
Flat,sector 108,2.0,2.0,2,New Property,1249.0,0,0,2,Medium,mid,2.4
Flat,sector 108,4.0,5.0,3,New Property,2343.0,1,0,1,Medium,high,4.1
Flat,sector 108,3.0,3.0,3+,Relatively New,1338.0,1,0,2,Medium,lower,1.68
Flat,sector 37d,4.0,3.0,3,Relatively New,4049.0,1,0,0,Low,high,1.8
Flat,sector 84,3.0,3.0,2,Relatively New,1475.0,0,0,0,Low,high,1.01
Flat,sector 95,1.0,1.0,1,Relatively New,3569.0,0,0,0,Medium,mid,0.17
Flat,sector 107,2.0,2.0,1,Relatively New,494.0,0,0,0,Medium,mid,0.5
House,sector 38,3.0,9.0,3+,Relatively New,1494.0,0,0,2,Low,lower,4.3
House,sector 14,6.0,4.0,2,Old Property,1935.0,0,0,2,Low,lower,3.5
Flat,sector 82,2.0,2.0,3+,Relatively New,1026.0,0,0,0,Medium,lower,0.63
Flat,sector 83,3.0,3.0,2,Moderately Old,1500.0,0,0,2,Medium,high,1.12
House,sector 50,4.0,4.0,2,Old Property,3400.0,1,0,0,Medium,lower,7.0
Flat,sector 70,3.0,3.0,3,Under Construction,1865.0,0,0,2,Medium,high,1.3
Flat,sector 109,3.0,3.0,3+,Moderately Old,2303.0,1,0,0,Medium,mid,1.68
Flat,sector 37c,3.0,4.0,3+,New Property,2133.0,1,0,0,Medium,mid,1.5
Flat,sector 69,4.0,5.0,3+,Relatively New,2855.0,1,0,0,Low,mid,3.05
House,sector 26,4.0,4.0,3,Old Property,1350.0,0,1,0,Low,lower,4.0
Flat,sector 63,4.0,4.0,No,New Property,3950.0,0,0,0,Medium,mid,7.8
Flat,sector 69,3.0,3.0,3,Relatively New,1639.0,0,0,0,Low,high,2.06
Flat,sector 102,2.0,2.0,2,New Property,2332.0,0,0,2,Low,mid,1.4
House,sector 47,3.0,4.0,2,Moderately Old,1467.0,0,0,0,Low,lower,4.3
Flat,sector 70,3.0,3.0,3,Relatively New,3054.0,1,0,0,Low,mid,1.6
House,sector 11,5.0,4.0,1,Moderately Old,2025.0,0,0,0,Low,lower,4.0
Flat,gwal pahari,4.0,4.0,3+,New Property,4840.0,1,0,2,Low,high,7.5
Flat,sohna road,2.0,2.0,3,New Property,913.0,0,0,0,Medium,lower,0.56
Flat,sector 68,2.0,2.0,2,Relatively New,1250.0,0,0,2,Low,mid,1.02
Flat,sector 86,3.0,4.0,3,Relatively New,1715.0,1,0,0,Medium,mid,1.65
Flat,sector 113,4.0,4.0,3+,Relatively New,2991.0,1,0,2,High,mid,3.35
Flat,sohna road,2.0,2.0,2,Moderately Old,521.0,0,0,0,Low,lower,0.26
House,sector 109,4.0,4.0,3+,Relatively New,5400.0,1,0,0,Medium,lower,6.25
House,sector 109,5.0,5.0,3+,Relatively New,2250.0,1,1,2,Medium,lower,6.15
Flat,sector 92,4.0,3.0,No,Under Construction,2040.0,0,0,0,Low,high,1.25
House,sector 109,5.0,7.0,3+,Relatively New,6228.0,1,1,0,Medium,lower,6.25
Flat,sector 112,4.0,6.0,3+,Relatively New,3655.0,1,0,2,High,high,5.2
Flat,sector 22,3.0,3.0,3,New Property,3127.0,0,0,1,High,mid,2.79
Flat,sector 47,3.0,3.0,3+,Moderately Old,1887.0,1,0,2,Medium,mid,2.4
House,sector 12,3.0,3.0,No,New Property,567.0,0,0,0,Low,lower,0.42
Flat,sector 83,3.0,3.0,3,Relatively New,3164.0,1,0,1,Medium,mid,1.4
House,sector 41,7.0,7.0,3+,Moderately Old,2475.0,1,1,1,High,lower,7.0
Flat,sector 85,4.0,4.0,3+,Relatively New,2225.0,0,0,0,Low,lower,2.03
Flat,sector 103,2.0,2.0,3,Relatively New,1365.0,0,0,2,Medium,lower,1.05
Flat,sector 28,3.0,4.0,3+,Relatively New,2000.0,1,0,2,High,high,6.2
Flat,sector 86,2.0,2.0,1,Relatively New,668.0,0,0,0,Medium,lower,0.41
Flat,sector 70,3.0,5.0,3,New Property,3054.0,1,0,0,Low,mid,1.75
Flat,sector 81,3.0,3.0,3+,Relatively New,1550.0,1,0,1,Low,mid,2.35
Flat,sector 113,4.0,4.0,3,Under Construction,2352.0,1,0,2,High,mid,3.45
House,sector 50,4.0,4.0,3,Old Property,3200.0,0,0,2,Medium,lower,7.42
House,sector 48,4.0,4.0,3,Old Property,3240.0,1,0,2,Low,lower,8.4
Flat,sector 106,3.0,3.0,3,Relatively New,1650.0,1,0,2,High,mid,1.15
Flat,sohna road,1.0,1.0,1,New Property,443.0,0,0,1,Low,lower,0.28
Flat,sector 110,5.0,5.0,3+,Relatively New,3510.0,1,0,0,Medium,lower,4.25
House,sector 66,4.0,4.0,3+,Relatively New,3240.0,1,1,2,High,lower,12.0
House,sector 3 phase 2,3.0,4.0,2,Relatively New,900.0,0,0,0,Low,lower,1.0
Flat,gwal pahari,2.0,2.0,2,New Property,833.0,0,0,2,Low,lower,1.0
Flat,sector 95,2.0,2.0,2,Relatively New,507.0,0,0,0,Medium,mid,0.29
Flat,sector 52,4.0,4.0,3+,New Property,2199.0,0,0,0,Low,mid,1.76
Flat,sector 90,3.0,3.0,3,Relatively New,1640.0,0,0,0,High,mid,1.25
Flat,sector 76,4.0,6.0,3+,New Property,2398.0,1,0,0,Medium,mid,1.46
Flat,sector 86,2.0,2.0,1,Under Construction,637.0,0,0,0,Low,mid,0.45
Flat,sector 90,3.0,3.0,2,Relatively New,1578.0,0,0,0,Low,high,1.23
Flat,sohna road,2.0,2.0,2,Under Construction,994.0,0,0,0,Low,mid,0.48
House,sector 109,4.0,4.0,3+,New Property,5400.0,1,0,2,High,lower,6.5
Flat,sector 89,2.0,2.0,3,New Property,1228.0,0,0,0,Low,lower,0.88
House,sector 26,5.0,5.0,3+,Old Property,1350.0,0,0,0,Low,lower,4.5
Flat,sector 106,2.0,2.0,3+,New Property,1120.0,0,0,0,High,lower,0.87
Flat,sector 85,3.0,4.0,3,Relatively New,2225.0,0,0,0,Low,mid,1.87
Flat,sector 78,3.0,3.0,2,Relatively New,1730.0,0,0,2,Medium,mid,0.95
Flat,sector 109,3.0,3.0,3+,Relatively New,1466.0,0,0,0,High,mid,1.5
House,sector 82,4.0,4.0,3+,Relatively New,3900.0,1,0,1,Medium,lower,7.0
Flat,sector 78,2.0,2.0,3,Under Construction,1467.0,0,0,0,Low,mid,0.99
Flat,sector 68,2.0,2.0,2,New Property,1200.0,0,0,2,Medium,mid,1.05
Flat,sector 70a,3.0,3.0,2,Relatively New,1300.0,0,0,0,Low,lower,1.25
Flat,sector 54,4.0,3.0,3+,Old Property,1900.0,0,0,2,Low,lower,1.75
Flat,sector 81,3.0,4.0,3+,Relatively New,3650.0,1,0,2,Medium,high,2.3
Flat,sector 68,2.0,2.0,2,New Property,1311.0,0,0,0,Medium,mid,1.0
Flat,sector 92,4.0,3.0,3,New Property,1764.0,0,0,0,Low,mid,0.95
Flat,sector 84,3.0,3.0,3+,New Property,1561.0,0,0,0,Medium,mid,0.84
Flat,sector 88a,3.0,3.0,2,Relatively New,2056.0,0,0,0,Low,lower,1.5
Flat,sector 56,3.0,5.0,3+,Moderately Old,2250.0,0,0,2,Medium,lower,1.5
Flat,sector 66,3.0,4.0,3,Relatively New,2200.0,0,0,0,Low,lower,3.9
House,sector 12,3.0,3.0,1,Moderately Old,1872.0,0,0,0,Low,lower,3.71
Flat,sector 9a,4.0,4.0,3+,Old Property,2580.0,0,0,0,Low,mid,1.3
House,sector 3 phase 3 extension,4.0,3.0,2,Old Property,1070.0,0,0,0,Low,lower,0.95
House,sector 7,4.0,5.0,3+,Old Property,3600.0,1,0,0,Low,lower,8.0
Flat,sector 106,3.0,4.0,3+,Relatively New,1186.0,1,0,0,High,mid,1.25
Flat,sector 66,4.0,4.0,3,Relatively New,2501.0,1,0,0,Low,mid,2.7
Flat,sector 79,2.0,2.0,3,New Property,1700.0,0,0,1,Low,mid,0.83
Flat,sector 86,3.0,3.0,3,Under Construction,1715.0,1,0,0,Low,mid,1.05
Flat,sector 92,2.0,2.0,3,Under Construction,1692.0,0,0,0,Low,lower,0.78
House,sector 12,3.0,3.0,3,Relatively New,900.0,0,0,0,Low,lower,0.38
Flat,sector 103,3.0,3.0,3+,Relatively New,1669.0,0,0,0,Low,mid,1.69
House,sector 21,5.0,5.0,2,Relatively New,120.0,0,0,0,Low,lower,1.6
House,sector 23,3.0,3.0,2,Moderately Old,2430.0,1,0,2,Medium,lower,4.0
Flat,sector 95,2.0,2.0,3,New Property,1250.0,0,0,0,Low,mid,0.6
Flat,sector 37d,4.0,3.0,3,Relatively New,1982.0,0,0,2,Medium,mid,1.8
Flat,sector 89,2.0,2.0,2,New Property,998.0,0,0,0,Low,lower,0.9
House,sector 38,6.0,6.0,3+,Moderately Old,1836.0,1,0,0,Low,lower,3.9
Flat,sector 86,4.0,4.0,3+,Moderately Old,4076.0,1,0,2,Medium,mid,1.55
House,sector 48,4.0,5.0,3,Moderately Old,3195.0,1,1,2,Medium,lower,7.69
Flat,sector 69,4.0,5.0,3+,Relatively New,2910.0,0,0,0,Low,mid,3.25
Flat,sector 67a,3.0,3.0,2,New Property,2693.0,0,1,2,Medium,lower,1.62
Flat,sector 67a,3.0,3.0,2,Under Construction,1563.0,0,0,0,Medium,mid,2.08
Flat,sector 78,3.0,3.0,2,Under Construction,2813.0,1,0,0,Medium,high,4.75
Flat,sector 63a,2.0,3.0,3+,Under Construction,1994.0,0,0,0,Medium,lower,2.2
House,sector 50,5.0,5.0,3,Moderately Old,3240.0,1,0,0,Low,lower,11.58
Flat,sector 79,3.0,3.0,2,Relatively New,2424.0,0,0,2,High,lower,1.25
Flat,sector 102,3.0,4.0,3+,Relatively New,1757.0,1,0,0,High,high,1.9
Flat,sector 92,3.0,3.0,2,Relatively New,1737.0,0,0,0,Medium,mid,1.42
Flat,sector 110,4.0,4.0,3,Relatively New,3076.0,1,0,0,Medium,mid,3.25
Flat,sector 86,2.0,2.0,1,New Property,1360.0,0,0,0,Medium,lower,0.64
House,sohna road road,2.0,2.0,1,New Property,1150.0,0,0,0,Low,lower,0.49
Flat,sector 66,3.0,4.0,3,Relatively New,2150.0,1,0,0,Medium,mid,3.5
Flat,sector 69,3.0,3.0,1,Relatively New,1419.0,0,0,0,Medium,mid,1.3
Flat,sector 108,2.0,2.0,1,Moderately Old,1468.0,0,0,0,Low,mid,0.7
Flat,sector 102,2.0,2.0,3,Moderately Old,1368.0,0,0,0,Low,mid,1.6
Flat,sector 65,3.0,5.0,3+,Relatively New,4271.0,1,0,1,Low,lower,6.15
Flat,sector 86,3.0,3.0,1,Relatively New,1900.0,0,0,2,High,mid,1.55
Flat,sector 82a,4.0,4.0,3,Under Construction,7803.0,1,1,2,Medium,mid,2.91
Flat,sector 65,2.0,2.0,3,New Property,2964.0,0,0,0,Low,mid,2.01
Flat,sector 43,3.0,2.0,3,Old Property,1674.0,0,0,0,Low,mid,2.5
Flat,sector 69,4.0,4.0,2,Relatively New,1888.0,0,0,0,High,lower,2.0
House,sohna road,2.0,3.0,2,New Property,1053.0,0,0,2,Low,lower,1.55
Flat,sector 65,3.0,3.0,3+,Relatively New,1650.0,0,0,0,Low,lower,2.6
House,sector 57,4.0,4.0,2,Moderately Old,1728.0,0,1,2,Medium,lower,3.3
Flat,sector 82,3.0,4.0,2,Relatively New,1620.0,1,0,0,Medium,high,0.97
Flat,sector 99a,3.0,5.0,3,New Property,1807.0,1,0,0,Medium,mid,1.35
House,sector 23,3.0,2.0,2,New Property,1500.0,0,0,2,Medium,lower,1.2
House,new sector 2,2.0,2.0,2,Moderately Old,270.0,0,0,0,Low,lower,0.34
Flat,sector 59,3.0,4.0,3,New Property,3361.0,1,0,2,Low,high,5.8
Flat,sector 81,3.0,3.0,2,Relatively New,1800.0,1,0,2,High,mid,2.45
Flat,sohna road,2.0,2.0,1,Relatively New,535.0,0,0,0,Low,lower,0.26
Flat,sector 67,3.0,4.0,2,Relatively New,2200.0,1,0,2,High,high,3.05
Flat,sector 72,3.0,3.0,3,Moderately Old,1787.0,1,0,2,Low,mid,1.9
Flat,sector 103,3.0,3.0,3+,New Property,1500.0,0,0,0,Medium,mid,1.1
Flat,sector 82,4.0,5.0,3+,Relatively New,2194.0,1,0,0,Medium,mid,1.6
Flat,sector 5,1.0,1.0,1,Relatively New,648.0,0,0,0,Low,lower,0.26
Flat,sector 12,2.0,2.0,1,Relatively New,1100.0,0,0,2,Low,lower,0.72
Flat,sector 70,3.0,5.0,3,Relatively New,2167.0,1,0,0,High,mid,1.6
Flat,sector 63,4.0,4.0,3+,New Property,3150.0,0,0,2,Medium,lower,4.49
House,sector 8,2.0,2.0,2,Moderately Old,585.0,0,0,0,Low,lower,0.59
Flat,sector 33,2.0,2.0,2,Under Construction,1275.0,0,0,0,Low,lower,1.1
Flat,sector 92,2.0,2.0,3,Under Construction,1194.0,0,0,0,Low,mid,0.6
House,sector 67,6.0,7.0,3+,Moderately Old,3600.0,1,1,2,High,lower,8.0
Flat,sector 108,4.0,5.0,3+,Relatively New,2514.0,0,0,0,Medium,mid,2.28
Flat,sohna road,1.0,1.0,1,Relatively New,600.0,0,0,0,Low,mid,0.25
Flat,sector 109,3.0,4.0,3+,Relatively New,1797.0,1,0,0,Low,lower,1.5
Flat,sector 63,3.0,3.0,3,New Property,2700.0,0,0,0,Low,lower,3.25
Flat,sector 104,3.0,4.0,3+,Moderately Old,2217.0,1,0,0,Medium,mid,2.3
Flat,sector 95,2.0,2.0,No,New Property,990.0,0,0,0,Low,mid,0.46
Flat,sector 69,2.0,2.0,1,Relatively New,536.0,0,0,2,Medium,lower,0.62
Flat,sector 71,2.0,2.0,2,Moderately Old,1086.0,0,0,0,Low,mid,0.82
Flat,sector 108,2.0,2.0,2,Relatively New,1249.0,0,0,0,Medium,mid,1.9
Flat,sector 108,3.0,3.0,2,Relatively New,1711.0,0,0,0,Medium,mid,2.6
Flat,sector 67a,3.0,4.0,3,New Property,1941.0,0,1,2,High,lower,1.85
Flat,sector 92,3.0,3.0,2,Under Construction,140.0,0,0,0,Low,mid,0.7
Flat,sector 28,3.0,3.0,2,Moderately Old,2983.0,1,0,0,Low,mid,6.0
Flat,sector 90,4.0,3.0,3+,Moderately Old,2461.0,0,0,0,Medium,mid,1.79
Flat,sector 51,1.0,1.0,No,Moderately Old,80.0,0,0,0,Low,lower,0.3
Flat,sector 11,2.0,2.0,No,Relatively New,761.0,0,0,0,Low,mid,0.33
Flat,sector 68,2.0,2.0,3,Relatively New,889.0,0,0,0,Low,high,1.0
Flat,sector 33,2.0,2.0,3,Under Construction,1385.0,0,0,0,Medium,high,1.25
Flat,sector 52,4.0,4.0,3,Moderately Old,2100.0,0,0,0,Low,lower,1.55
Flat,sector 102,3.0,4.0,3+,Relatively New,1757.0,1,0,0,Medium,mid,1.82
Flat,sector 37d,3.0,3.0,3,Under Construction,1389.0,0,0,0,Low,lower,1.1
Flat,sector 65,4.0,4.0,3+,Relatively New,2194.0,1,0,1,High,lower,2.77
Flat,sector 107,3.0,2.0,2,Relatively New,717.0,0,0,0,Low,mid,0.51
Flat,sector 85,2.0,2.0,3+,Relatively New,2928.0,0,1,0,Medium,lower,1.1
Flat,sector 53,3.0,4.0,3,Under Construction,2660.0,1,0,1,Low,mid,8.25
Flat,sector 95,1.0,1.0,1,New Property,422.0,0,0,0,Low,mid,0.26
House,sector 3 phase 3 extension,1.0,1.0,No,Moderately Old,1000.0,0,0,0,Low,lower,0.85
Flat,sector 93,2.0,2.0,2,Relatively New,604.0,0,0,0,Low,mid,0.36
Flat,sector 90,4.0,4.0,3+,Relatively New,4911.0,1,1,0,High,high,1.95
Flat,sector 85,4.0,5.0,3+,Relatively New,2390.0,1,0,0,High,lower,2.2
Flat,sector 103,3.0,3.0,3+,Relatively New,3342.0,0,0,0,High,mid,1.33
Flat,sector 110,5.0,5.0,3+,Relatively New,3510.0,1,0,0,High,lower,4.49
House,sector 15,2.0,2.0,1,Old Property,900.0,1,0,0,Low,lower,1.07
Flat,sector 70a,2.0,2.0,3,Moderately Old,2852.0,0,0,2,Low,high,1.3
Flat,sector 108,3.0,2.0,3+,Relatively New,1550.0,1,0,2,High,mid,1.2
House,sector 3 phase 3 extension,2.0,3.0,1,Relatively New,999.0,0,1,0,Low,lower,0.7
Flat,sector 108,2.0,3.0,3,Relatively New,978.0,1,1,2,Low,mid,0.98
Flat,sector 49,3.0,3.0,3,Old Property,1633.0,0,0,2,Medium,lower,1.95
Flat,sector 103,3.0,3.0,3+,Under Construction,3482.0,0,0,0,Medium,mid,1.5
House,sector 50,4.0,5.0,3+,New Property,4500.0,1,0,2,Medium,lower,3.99
Flat,sector 37d,4.0,3.0,3+,Relatively New,2100.0,0,0,2,Medium,high,1.55
House,sector 33,6.0,7.0,3+,Relatively New,4950.0,1,1,2,Medium,lower,9.55
Flat,manesar,3.0,2.0,3+,Old Property,1696.0,0,0,0,Medium,mid,0.64
Flat,sector 65,4.0,4.0,3,Relatively New,2194.0,1,0,0,Low,lower,2.85
Flat,sector 67,3.0,3.0,3+,Relatively New,2047.0,0,1,2,High,lower,3.0
Flat,sector 62,3.0,3.0,3,Under Construction,1600.0,0,0,0,Low,mid,4.25
House,sector 67,4.0,5.0,3+,Relatively New,2259.0,0,1,2,Medium,lower,5.46
House,sector 22,6.0,6.0,3+,Old Property,2368.0,0,1,2,Medium,lower,4.7
Flat,sector 49,5.0,5.0,3+,Relatively New,3723.0,1,0,0,Low,mid,4.79
Flat,sector 84,3.0,3.0,3,New Property,3699.0,1,0,0,Medium,lower,1.5
Flat,sector 68,2.0,2.0,3+,Under Construction,1068.0,0,0,0,Medium,high,0.82
Flat,sector 86,2.0,2.0,1,Relatively New,668.0,0,0,0,Low,lower,0.5
Flat,sector 82,3.0,4.0,2,New Property,1620.0,1,0,0,Medium,mid,0.99
Flat,sector 69,3.0,3.0,2,Relatively New,2650.0,0,0,1,High,lower,1.51
Flat,sector 106,3.0,3.0,3+,Under Construction,2224.0,1,0,0,Low,mid,3.2
House,sector 39,5.0,5.0,3+,Moderately Old,4500.0,1,0,2,Low,lower,15.0
Flat,sector 77,3.0,3.0,3,Relatively New,1822.0,0,0,0,Low,mid,1.2
Flat,sector 92,4.0,5.0,3+,Moderately Old,1895.0,0,0,2,Medium,mid,0.92
House,sector 47,9.0,9.0,3+,Relatively New,4650.0,1,0,2,Medium,lower,5.25
Flat,manesar,3.0,2.0,2,Moderately Old,1502.0,0,0,0,Low,mid,0.75
House,sector 57,4.0,4.0,3+,Old Property,1620.0,0,1,2,Medium,lower,3.5
Flat,sector 70a,2.0,2.0,3+,New Property,1180.0,0,0,2,Medium,high,1.34
Flat,sector 23,2.0,2.0,2,Moderately Old,706.0,0,0,0,Low,lower,0.16
Flat,sector 113,3.0,4.0,3,Relatively New,1930.0,1,0,0,High,lower,2.35
House,sector 70a,4.0,4.0,3+,New Property,2610.0,0,0,0,Low,lower,4.7
Flat,sector 51,3.0,4.0,3,Moderately Old,1773.0,0,1,0,Medium,lower,1.7
Flat,sector 43,4.0,5.0,3,Moderately Old,5000.0,1,0,1,Medium,mid,8.44
Flat,sector 49,5.0,6.0,3+,Relatively New,3218.0,1,0,0,Low,mid,4.21
House,sector 25,6.0,6.0,1,Relatively New,2844.0,0,1,2,Medium,lower,10.85
Flat,sector 95,2.0,2.0,2,New Property,1364.0,0,0,0,Low,mid,0.56
Flat,sector 84,3.0,3.0,3,Relatively New,1832.0,0,0,0,Medium,mid,0.89
Flat,sector 43,3.0,3.0,1,Old Property,1232.0,0,1,2,Medium,lower,2.1
House,sector 25,9.0,9.0,2,Relatively New,5800.0,1,1,2,Medium,lower,7.3
Flat,sohna road,1.0,1.0,1,New Property,500.0,0,0,0,Low,mid,0.21
Flat,sector 106,4.0,3.0,3,Old Property,1678.0,1,0,0,Medium,high,1.35
Flat,sector 107,3.0,3.0,3+,Relatively New,1554.0,0,0,2,High,lower,1.3
House,sector 48,6.0,5.0,3+,Moderately Old,6000.0,0,0,0,Medium,lower,3.35
Flat,sector 30,3.0,3.0,2,Old Property,2801.0,0,0,0,Low,lower,1.3
Flat,sector 81,2.0,2.0,2,Under Construction,607.0,0,0,0,Low,lower,0.8
Flat,sector 65,3.0,3.0,3,Relatively New,2161.0,0,0,2,Medium,mid,1.7
Flat,sector 72,4.0,5.0,3+,Relatively New,2800.0,1,0,2,High,mid,4.0
Flat,sector 12,3.0,4.0,2,Old Property,2000.0,1,0,2,Low,lower,1.15
Flat,sector 78,3.0,2.0,2,Moderately Old,1472.0,0,0,0,Medium,mid,0.8
House,sector 66,4.0,4.0,3+,Relatively New,5200.0,1,1,2,Medium,lower,9.0
Flat,sector 69,2.0,1.0,1,Relatively New,584.0,0,0,0,Low,mid,0.6
Flat,sector 109,3.0,3.0,3,Moderately Old,1550.0,0,0,0,Low,high,1.7
Flat,sector 90,2.0,2.0,3,Relatively New,1221.0,0,0,0,High,mid,0.65
Flat,sector 54,3.0,3.0,3+,Old Property,2558.0,0,0,2,Medium,lower,3.25
Flat,sector 91,4.0,3.0,3+,Relatively New,4213.0,1,1,0,Medium,mid,1.75
