property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_cat,floor catt,price
House,sector 39,5.0,5.0,No,Relatively New,3660.0,0,0,0,Low,lower,5.15
Flat,sector 48,3.0,3.0,3+,Relatively New,2000.0,1,0,2,High,mid,2.7
Flat,sector 81,3.0,4.0,3+,Relatively New,5023.0,1,0,0,Medium,mid,2.35
Flat,sector 56,3.0,4.0,3,Old Property,2278.0,1,0,0,Medium,mid,1.85
House,sector 48,7.0,7.0,3,Moderately Old,2340.0,0,0,2,Low,lower,4.75
Flat,sector 56,4.0,4.0,3+,Relatively New,2300.0,0,0,2,Medium,mid,2.09
Flat,sector 66,3.0,4.0,3,Relatively New,2200.0,1,1,2,Medium,mid,3.4
Flat,sector 88a,3.0,3.0,3+,Relatively New,2296.0,1,0,0,Medium,mid,1.38
Flat,sector 92,3.0,2.0,3,Relatively New,1240.0,0,0,0,Low,mid,0.65
Flat,sector 14,3.0,4.0,3+,Old Property,1956.0,0,0,0,Low,lower,2.2
Flat,sector 56,4.0,4.0,2,Under Construction,2081.0,0,0,0,Low,lower,2.0
House,sector 43,6.0,7.0,3+,Relatively New,11286.0,1,0,2,Low,lower,27.5
Flat,sector 103,3.0,3.0,3+,Relatively New,3120.0,0,0,0,Medium,mid,1.34
Flat,sector 107,3.0,2.0,2,Relatively New,717.0,0,0,0,Low,mid,0.52
House,sector 25,4.0,4.0,3+,Old Property,1800.0,1,1,0,Medium,lower,6.3
Flat,sector 92,3.0,3.0,3+,Relatively New,1523.0,0,0,0,Low,mid,0.82
Flat,sector 95,2.0,2.0,3,New Property,990.0,0,0,0,Low,high,0.55
Flat,sector 102,3.0,3.0,3,Relatively New,2629.0,1,0,0,Medium,mid,1.42
Flat,sector 102,3.0,4.0,3+,Moderately Old,1944.0,1,0,0,Medium,mid,2.2
Flat,sector 99a,2.0,1.0,No,New Property,500.0,0,0,0,Low,mid,0.3
Flat,sector 86,2.0,2.0,2,Relatively New,668.0,0,0,2,Medium,mid,0.44
Flat,sector 14,4.0,4.0,No,Old Property,3250.0,0,0,0,Low,mid,4.26
Flat,sector 82,3.0,4.0,2,Relatively New,1620.0,1,0,2,Medium,high,1.15
House,sector 48,4.0,6.0,3,Old Property,3240.0,1,0,0,Low,lower,8.5
Flat,sector 63,3.0,3.0,3+,New Property,2034.0,0,0,2,Low,lower,3.35
Flat,sector 90,4.0,4.0,3+,Moderately Old,2200.0,1,0,2,Medium,mid,1.54
Flat,sector 33,3.0,3.0,2,Under Construction,2093.0,0,0,0,Medium,lower,2.5
House,sector 50,5.0,5.0,3+,Moderately Old,3240.0,0,0,0,Low,lower,11.29
Flat,manesar,4.0,4.0,3+,Moderately Old,2946.0,0,0,2,Low,mid,1.25
Flat,sector 24,4.0,5.0,3,Old Property,6300.0,0,0,0,Low,lower,14.0
Flat,sector 107,2.0,2.0,2,Relatively New,543.0,0,0,0,Low,mid,0.28
Flat,sector 70,6.0,7.0,3+,Relatively New,5333.0,1,0,0,Medium,lower,5.0
Flat,sector 113,2.0,2.0,3,New Property,1276.0,0,0,0,High,lower,1.55
House,sector 50,5.0,6.0,3+,Moderately Old,3240.0,0,0,0,Medium,lower,12.0
Flat,sector 81,4.0,5.0,3+,Relatively New,3800.0,1,0,2,Medium,high,4.0
Flat,sector 37d,3.0,2.0,1,Under Construction,1900.0,1,0,0,Medium,mid,1.2
Flat,sector 81,4.0,4.0,3+,Moderately Old,2526.0,1,0,0,Medium,high,3.45
Flat,sector 70,3.0,4.0,2,Under Construction,1416.0,0,0,0,Low,mid,0.99
House,sector 46,6.0,6.0,3+,Moderately Old,1845.0,0,1,2,Medium,lower,4.5
Flat,sector 84,3.0,2.0,3+,New Property,1221.0,0,0,2,Medium,mid,0.94
House,sector 50,3.0,3.0,3,Moderately Old,2259.0,1,0,0,Low,lower,7.1
Flat,sector 86,3.0,3.0,1,Relatively New,1746.0,0,0,1,Medium,mid,2.2
Flat,sector 90,4.0,4.0,3+,Moderately Old,2467.0,0,0,0,Medium,mid,1.65
Flat,sector 49,3.0,4.0,3+,Moderately Old,2159.0,0,0,0,Low,mid,2.7
Flat,sector 95,1.0,1.0,1,Relatively New,407.0,0,0,0,Medium,lower,0.2
Flat,sector 92,3.0,2.0,2,New Property,1298.0,0,0,0,Medium,lower,0.75
Flat,sector 113,2.0,2.0,2,Relatively New,1199.0,0,0,0,Low,lower,1.32
Flat,sector 43,4.0,4.0,3,Old Property,2570.0,1,0,0,Medium,mid,5.25
Flat,sector 102,3.0,4.0,3+,Moderately Old,1747.0,1,0,0,Medium,mid,1.78
Flat,sector 83,3.0,3.0,3,Relatively New,1600.0,1,0,2,High,mid,1.76
Flat,sector 88a,3.0,3.0,3,New Property,1651.0,0,0,0,Medium,mid,1.65
Flat,sector 112,4.0,6.0,3+,Relatively New,3655.0,1,0,2,High,mid,5.6
Flat,sector 50,3.0,4.0,3+,Moderately Old,2470.0,1,0,2,High,mid,2.65
Flat,sector 37c,3.0,3.0,3,Relatively New,1350.0,0,0,0,Low,lower,1.25
Flat,sector 102,3.0,4.0,3+,Relatively New,1700.0,1,0,2,High,mid,1.7
Flat,sector 79,3.0,4.0,3+,New Property,3317.0,1,0,0,Low,mid,1.95
Flat,sector 76,3.0,3.0,2,Under Construction,1672.0,0,0,0,Medium,lower,1.92
Flat,sector 2,4.0,4.0,3+,New Property,5000.0,0,0,0,Medium,lower,3.35
Flat,sector 65,3.0,3.0,3,Under Construction,1654.0,0,0,0,Low,high,2.5
Flat,sector 48,3.0,3.0,3+,Moderately Old,2199.0,1,0,2,Medium,mid,1.86
Flat,sector 70,3.0,4.0,3,Relatively New,3172.0,1,0,1,High,lower,1.65
Flat,sector 9a,3.0,3.0,3,Old Property,1433.0,0,0,0,Low,mid,0.75
Flat,sector 107,3.0,3.0,3,Moderately Old,3425.0,0,0,2,Medium,mid,1.21
Flat,sector 89,2.0,2.0,2,New Property,1226.0,0,1,0,Medium,lower,1.1
Flat,sector 88a,3.0,3.0,3,New Property,3283.0,0,0,0,Medium,mid,1.29
Flat,sector 85,3.0,4.0,3,Relatively New,2179.0,1,0,0,Low,mid,1.75
Flat,sector 85,3.0,3.0,3,Under Construction,141.0,0,0,0,Low,high,1.8
Flat,sector 48,3.0,5.0,3+,Moderately Old,3200.0,1,0,2,Low,mid,6.25
Flat,sector 88a,2.0,2.0,3,Relatively New,1611.0,0,0,0,Medium,mid,1.0
House,sector 4,2.0,2.0,2,Moderately Old,61.0,0,0,0,Low,lower,0.61
House,sector 54,4.0,4.0,3,Moderately Old,1440.0,1,0,2,Low,lower,3.75
House,sector 25,4.0,4.0,2,Old Property,3618.0,1,0,2,Medium,lower,10.5
Flat,sector 92,3.0,4.0,3+,Relatively New,3607.0,1,0,2,High,high,1.68
Flat,sector 108,3.0,4.0,3+,Relatively New,1500.0,1,0,0,Medium,mid,1.7
House,sector 70a,4.0,4.0,3+,New Property,2332.0,1,0,2,High,lower,6.5
Flat,sector 36a,1.0,1.0,1,Relatively New,600.0,0,0,0,Low,mid,0.5
Flat,sector 36a,2.0,2.0,2,Relatively New,657.0,0,0,0,Medium,mid,0.65
House,sector 112,5.0,5.0,3,Relatively New,7450.0,1,0,0,Low,lower,9.5
Flat,sector 77,4.0,3.0,3,Relatively New,1764.0,1,0,0,Medium,mid,1.64
Flat,sector 107,3.0,4.0,3+,Relatively New,2136.0,1,1,2,High,mid,1.49
Flat,sector 74,3.0,3.0,2,Relatively New,1938.0,1,0,2,High,mid,2.25
Flat,sector 81,2.0,2.0,2,Moderately Old,1970.0,0,0,0,Medium,mid,0.65
Flat,sector 68,2.0,2.0,3,Relatively New,1964.0,0,0,1,Medium,lower,1.2
Flat,sector 79,3.0,4.0,3,Under Construction,1945.0,0,0,0,Medium,mid,1.9
Flat,sector 99a,2.0,2.0,1,New Property,1154.0,0,0,0,Low,lower,0.32
Flat,sector 2,3.0,4.0,3+,Moderately Old,1737.0,1,0,0,Medium,mid,1.59
Flat,sector 86,3.0,3.0,3+,Relatively New,1500.0,0,0,1,High,mid,1.55
House,sector 43,9.0,9.0,3+,Moderately Old,3510.0,1,0,0,Low,lower,14.0
Flat,sector 104,1.0,2.0,2,New Property,335.0,0,0,0,Medium,lower,0.22
Flat,gwal pahari,2.0,2.0,1,Old Property,1028.0,0,0,2,Low,mid,0.56
Flat,sohna road,2.0,2.0,No,Relatively New,481.0,0,0,0,Low,lower,0.25
House,sector 7,3.0,5.0,3,Moderately Old,600.0,0,0,0,Low,lower,0.75
Flat,sector 65,3.0,3.0,3,Under Construction,1667.0,0,0,0,Medium,high,3.0
Flat,sector 37c,2.0,2.0,3,Under Construction,1180.0,0,0,0,Medium,mid,0.6
Flat,sector 69,4.0,5.0,3+,Relatively New,2200.0,1,0,0,High,lower,1.8
Flat,sector 107,3.0,4.0,No,New Property,2136.0,0,0,0,Medium,lower,1.4
Flat,sector 109,3.0,4.0,3+,Relatively New,1945.0,1,0,0,Medium,mid,1.75
Flat,sector 109,3.0,2.0,3+,Relatively New,2954.0,0,0,0,Medium,mid,1.35
House,sector 54,4.0,4.0,3,New Property,2844.0,1,0,0,Medium,lower,3.51
Flat,sector 79,2.0,2.0,2,New Property,1688.0,0,0,0,Low,mid,0.8
Flat,sector 56,3.0,3.0,3+,Old Property,1800.0,1,0,0,High,mid,1.55
Flat,sector 70,3.0,3.0,3,Under Construction,1687.0,0,0,0,Medium,high,1.25
Flat,sector 82a,3.0,3.0,3+,Relatively New,3337.0,0,0,1,High,mid,1.59
Flat,sohna road,2.0,2.0,2,Relatively New,2033.0,0,0,1,Medium,mid,0.88
Flat,gwal pahari,3.0,3.0,3,New Property,1589.0,0,0,2,Medium,lower,1.53
House,sector 25,5.0,5.0,3,Moderately Old,1800.0,1,0,2,Medium,lower,6.25
Flat,sector 81,3.0,3.0,3+,Relatively New,2949.0,0,0,0,Medium,mid,1.4
House,sector 110,2.0,2.0,3+,Moderately Old,900.0,1,1,0,Low,lower,1.7
Flat,sector 41,3.0,3.0,2,Old Property,1640.0,0,0,1,Medium,mid,2.75
House,sector 72,5.0,6.0,3+,Relatively New,6300.0,1,1,2,Medium,mid,8.5
House,sector 105,2.0,2.0,No,Moderately Old,100.0,0,0,0,Low,lower,0.5
Flat,sector 106,3.0,4.0,3+,Relatively New,1186.0,1,0,0,Low,mid,1.17
Flat,sector 67a,2.0,2.0,2,New Property,1296.0,0,0,0,Medium,,1.3
Flat,sector 81,2.0,2.0,1,Relatively New,1000.0,0,0,0,Low,lower,0.6
House,sohna road,2.0,3.0,2,New Property,1053.0,0,0,2,Medium,lower,1.5
Flat,sector 102,3.0,3.0,3,Relatively New,2629.0,1,0,0,Medium,mid,1.4
Flat,sector 102,3.0,3.0,3,Relatively New,2222.0,1,1,0,Medium,mid,1.92
Flat,sector 4,2.0,2.0,1,Relatively New,1056.0,0,0,2,Low,lower,0.32
Flat,sector 88a,3.0,3.0,3+,New Property,1582.0,0,0,0,Medium,mid,2.65
Flat,sohna road,2.0,2.0,2,Relatively New,939.0,0,0,0,High,lower,0.53
Flat,sector 81,2.0,2.0,3,Relatively New,955.0,0,0,0,Medium,lower,0.82
Flat,sector 22,4.0,6.0,3+,New Property,2778.0,1,0,1,Low,mid,4.8
Flat,sector 90,3.0,3.0,3+,Relatively New,1746.0,0,0,0,Low,high,1.2
Flat,sector 74,2.0,2.0,3+,Relatively New,1200.0,0,0,0,Medium,high,1.54
Flat,sector 69,3.0,3.0,1,Relatively New,2752.0,0,0,0,High,mid,1.4
Flat,sector 85,4.0,4.0,3,Moderately Old,1575.0,0,0,2,Low,mid,0.9
Flat,sector 83,3.0,3.0,3,Relatively New,3097.0,1,0,2,Medium,mid,1.8
Flat,sector 110,4.0,5.0,3,Relatively New,3076.0,1,0,0,High,mid,3.6
House,sector 2,5.0,5.0,2,Old Property,4550.0,0,0,1,Medium,lower,5.7
Flat,sector 92,2.0,2.0,2,Relatively New,1109.0,0,0,0,Medium,lower,0.49
Flat,sector 33,3.0,3.0,No,Under Construction,1996.0,0,0,0,Medium,lower,1.75
Flat,sector 91,4.0,4.0,3+,Moderately Old,2604.0,1,0,0,Medium,mid,1.8
Flat,sector 102,3.0,3.0,3,Relatively New,2629.0,1,0,0,High,mid,1.45
Flat,sector 74,2.0,2.0,2,New Property,1272.0,0,0,0,Low,high,1.6
Flat,sector 95,2.0,2.0,3,Under Construction,661.0,0,0,0,Low,lower,0.4
Flat,sector 33,3.0,2.0,3+,New Property,1409.0,0,0,0,Low,high,1.3
Flat,sector 72,3.0,4.0,3+,New Property,2185.0,1,0,1,High,high,3.3
House,sector 7,3.0,2.0,1,Old Property,900.0,0,0,0,Low,lower,0.45
House,manesar,3.0,1.0,No,Moderately Old,1337.0,0,0,0,Low,lower,2.0
Flat,sector 33,2.0,2.0,2,Under Construction,623.0,0,0,0,Low,lower,0.4
Flat,sector 86,3.0,3.0,3,Relatively New,1900.0,0,0,0,Low,mid,1.55
Flat,sector 3 phase 2,2.0,2.0,1,Relatively New,1199.0,0,0,0,Medium,lower,0.28
Flat,sector 92,3.0,3.0,3,Relatively New,1800.0,0,0,0,Medium,lower,0.85
Flat,sector 61,3.0,3.0,3,Moderately Old,1538.0,0,0,2,Medium,high,2.0
House,sector 50,5.0,7.0,2,Moderately Old,7000.0,1,0,1,Low,lower,10.0
Flat,sector 88a,2.0,2.0,1,New Property,694.0,0,0,0,Low,lower,0.45
House,sector 49,4.0,4.0,3,New Property,60.0,0,0,2,Low,lower,1.6
House,sector 26,5.0,5.0,3+,Relatively New,4518.0,1,1,2,Medium,lower,17.0
Flat,sector 82,2.0,2.0,2,Relatively New,1294.0,0,0,0,Medium,mid,0.85
Flat,sector 33,3.0,3.0,3,Under Construction,1619.0,0,0,0,Low,mid,1.7
House,sector 5,2.0,4.0,2,Moderately Old,945.0,0,1,2,Low,lower,0.96
Flat,sector 85,2.0,2.0,2,Relatively New,1512.0,0,0,0,Low,mid,1.06
Flat,sector 92,3.0,2.0,2,Relatively New,1473.0,0,0,0,Low,lower,0.8
Flat,sector 55,4.0,3.0,3+,Moderately Old,2000.0,0,0,1,Low,mid,1.9
Flat,sector 2,3.0,4.0,3+,Moderately Old,1737.0,1,0,0,Medium,mid,1.55
Flat,sohna road,3.0,2.0,3,Relatively New,1210.0,0,0,0,Medium,lower,0.87
Flat,sohna road,2.0,2.0,1,Relatively New,650.0,0,0,0,Low,high,0.42
House,sector 28,9.0,9.0,3+,Moderately Old,3240.0,1,1,2,Medium,lower,11.25
Flat,sector 109,4.0,4.0,3+,Relatively New,3150.0,1,1,2,High,mid,2.95
Flat,sector 65,3.0,3.0,2,Relatively New,1650.0,1,0,0,High,lower,2.35
Flat,sector 85,3.0,4.0,3,Relatively New,1925.0,0,0,0,Low,mid,1.83
Flat,sector 107,2.0,2.0,3+,Relatively New,1236.0,0,0,0,Medium,lower,0.88
Flat,sector 103,2.0,2.0,2,Relatively New,1396.0,0,0,0,Low,mid,0.5
Flat,sector 70a,3.0,3.0,3,Relatively New,1945.0,0,1,2,Medium,lower,2.3
Flat,sector 61,3.0,3.0,2,Under Construction,1721.0,0,0,0,Low,lower,2.25
Flat,sector 95,2.0,2.0,2,New Property,632.0,0,0,2,Low,lower,0.45
Flat,sector 79,2.0,2.0,3,New Property,1384.0,0,0,0,Low,mid,0.95
House,sector 109,4.0,6.0,3+,New Property,3600.0,1,1,0,High,lower,8.48
Flat,sector 99,2.0,3.0,3,Relatively New,1611.0,1,0,0,Low,mid,0.95
Flat,sector 65,3.0,3.0,3+,Relatively New,1493.0,1,0,0,High,lower,2.25
Flat,sector 68,3.0,2.0,3,Relatively New,1402.0,0,0,0,Low,lower,2.22
Flat,sector 47,3.0,3.0,3,Old Property,3811.0,0,0,2,Medium,lower,1.65
Flat,sector 83,3.0,3.0,3,Relatively New,3097.0,1,0,2,Medium,mid,1.75
House,sector 24,4.0,4.0,3+,Relatively New,1080.0,0,1,1,Low,lower,2.6
House,sector 43,4.0,4.0,2,Old Property,1935.0,1,0,2,Medium,lower,5.25
Flat,sector 81,3.0,2.0,3+,Relatively New,2704.0,0,0,0,Low,lower,1.45
Flat,sector 82a,3.0,3.0,3,Moderately Old,3354.0,0,0,0,Low,high,1.85
Flat,sector 86,2.0,2.0,3,Relatively New,1339.0,0,0,0,Low,mid,1.23
Flat,sector 7,3.0,2.0,1,Relatively New,1100.0,0,0,2,Medium,lower,0.8
Flat,sector 107,2.0,2.0,3+,Relatively New,1236.0,0,0,2,Low,mid,0.9
Flat,sector 111,3.0,4.0,3+,Under Construction,2104.0,1,0,0,Low,mid,1.65
Flat,sector 65,3.0,3.0,3,Relatively New,3245.0,1,0,2,High,lower,5.0
Flat,sector 65,2.0,2.0,2,New Property,1185.0,0,0,2,High,high,2.0
Flat,manesar,3.0,2.0,3+,Moderately Old,1696.0,0,0,0,Low,mid,0.65
House,sector 103,4.0,4.0,3+,Relatively New,3222.0,1,1,2,Medium,lower,4.35
Flat,sector 69,3.0,3.0,1,Relatively New,2582.0,0,0,0,Medium,mid,1.36
Flat,sector 2,3.0,4.0,3+,Moderately Old,1737.0,1,0,2,Medium,mid,1.51
Flat,sector 108,3.0,4.0,3+,Relatively New,1500.0,1,0,2,Medium,lower,1.6
House,sector 109,5.0,5.0,3+,Relatively New,6228.0,1,0,0,Medium,lower,7.0
House,sector 13,2.0,7.0,3,Moderately Old,1300.0,0,0,0,Low,lower,1.5
Flat,sector 109,3.0,2.0,2,Relatively New,1701.0,0,0,0,High,mid,1.2
Flat,sector 33,3.0,2.0,2,New Property,1444.0,0,0,0,Medium,lower,1.35
Flat,sector 83,1.0,1.0,No,Relatively New,700.0,0,0,0,Low,mid,0.65
Flat,sohna road,1.0,1.0,1,Relatively New,772.0,0,0,0,Medium,lower,0.25
House,sector 33,6.0,6.0,3+,Moderately Old,4914.0,0,0,2,Low,lower,9.5
Flat,sector 74,2.0,2.0,3+,Relatively New,1300.0,0,0,0,Medium,mid,1.57
Flat,sector 61,3.0,3.0,3,Under Construction,1639.0,0,1,0,Low,lower,2.54
Flat,sector 65,2.0,2.0,3,Under Construction,1141.0,0,0,2,Low,high,2.33
Flat,sector 92,3.0,3.0,1,Relatively New,833.0,0,0,0,Low,mid,0.45
Flat,sector 82,2.0,2.0,2,Relatively New,1298.0,0,0,2,Medium,mid,0.94
Flat,sector 106,4.0,5.0,3+,Relatively New,1535.0,1,0,0,Low,mid,1.34
House,sector 36,2.0,2.0,3,New Property,823.0,0,0,0,Low,lower,0.66
Flat,sector 67,3.0,4.0,3,Relatively New,2100.0,1,0,2,Low,mid,3.39
Flat,sector 109,3.0,4.0,3,Relatively New,1860.0,1,0,0,High,mid,2.2
Flat,sector 81,2.0,2.0,2,Relatively New,1260.0,0,0,2,High,mid,0.95
Flat,sector 52,4.0,4.0,3,Old Property,1484.0,0,0,0,Medium,lower,1.5
Flat,sector 88b,2.0,2.0,3,New Property,1350.0,0,0,0,Low,lower,0.92
Flat,sohna road,1.0,1.0,1,Relatively New,378.0,0,0,0,Medium,mid,0.24
Flat,sector 103,3.0,4.0,3+,Relatively New,3462.0,1,0,0,High,lower,0.99
Flat,sector 108,3.0,3.0,3+,Relatively New,1750.0,1,0,2,High,mid,1.55
House,sector 25,5.0,5.0,3,Moderately Old,6400.0,1,0,2,Medium,lower,15.0
Flat,sector 33,3.0,4.0,1,Relatively New,1420.0,1,0,0,Low,lower,1.55
Flat,sector 56,1.0,1.0,1,Old Property,672.0,0,0,0,Medium,lower,0.58
Flat,sector 71,3.0,4.0,3,Moderately Old,1630.0,1,0,0,Medium,lower,1.12
Flat,sector 86,3.0,4.0,3,Relatively New,1800.0,1,0,0,Medium,high,1.27
Flat,sector 71,2.0,2.0,1,Relatively New,1180.0,0,0,2,Low,mid,0.65
Flat,sector 66,5.0,5.0,3+,New Property,3320.0,1,0,0,Medium,mid,4.5
Flat,sector 49,3.0,3.0,2,Old Property,2444.0,0,0,2,Medium,lower,1.72
Flat,sector 113,3.0,2.0,2,New Property,1429.0,0,0,0,Low,mid,1.85
Flat,sector 56,1.0,1.0,1,Old Property,475.0,0,0,0,Low,lower,0.52
Flat,sector 14,4.0,5.0,3+,Old Property,2200.0,1,0,1,Medium,mid,2.75
Flat,sohna road,2.0,1.0,No,Relatively New,476.0,0,0,0,Low,lower,0.32
Flat,sector 68,2.0,2.0,3,New Property,1126.0,0,0,0,Medium,mid,1.1
Flat,sector 67,3.0,4.0,3+,Relatively New,2133.0,1,0,2,High,high,3.4
Flat,sector 77,2.0,2.0,2,Relatively New,2325.0,0,0,2,Low,mid,0.8
Flat,sector 95,2.0,2.0,1,Relatively New,610.0,0,0,2,Medium,mid,0.31
House,sector 10a,4.0,3.0,2,Moderately Old,2367.0,0,0,0,Low,lower,4.25
House,sector 49,6.0,6.0,3,Moderately Old,2880.0,1,1,1,High,lower,4.45
Flat,sector 31,2.0,2.0,2,Old Property,1200.0,0,0,0,Low,lower,1.25
Flat,sector 67a,3.0,3.0,2,New Property,3102.0,0,1,2,High,lower,1.8
Flat,sector 70a,2.0,2.0,1,New Property,930.0,0,0,2,Medium,mid,0.95
Flat,sector 61,3.0,3.0,3,New Property,1137.0,0,0,0,Low,lower,1.9
House,sohna road road,2.0,1.0,2,Moderately Old,900.0,0,0,0,Low,lower,0.5
Flat,sector 47,1.0,1.0,2,Old Property,599.0,0,0,0,Medium,lower,0.65
House,sector 83,3.0,3.0,3+,New Property,2160.0,1,0,0,Low,lower,1.7
Flat,sector 43,3.0,3.0,2,Old Property,3054.0,0,1,2,Medium,lower,2.35
Flat,sector 85,3.0,4.0,3,Relatively New,2300.0,1,0,0,Low,mid,2.0
House,sector 26,5.0,5.0,3+,Relatively New,4518.0,1,0,1,Low,lower,13.5
Flat,sector 65,3.0,4.0,3,Relatively New,2803.0,1,0,0,Low,lower,5.5
Flat,sector 85,2.0,3.0,3,Relatively New,1420.0,0,0,2,High,mid,1.18
House,sector 9,9.0,9.0,3+,Relatively New,2610.0,0,0,0,Low,lower,3.5
Flat,sector 37d,3.0,3.0,3,Relatively New,3383.0,0,0,0,Low,high,1.5
House,dwarka expressway,1.0,5.0,3+,New Property,600.0,0,0,0,Low,lower,0.85
Flat,sector 70,3.0,5.0,3,Relatively New,3054.0,1,0,0,Medium,mid,1.64
Flat,sector 85,3.0,4.0,3,Relatively New,4051.0,0,0,0,High,mid,1.84
Flat,sector 99,4.0,4.0,No,Under Construction,3225.0,0,0,0,Low,mid,3.2
Flat,sector 92,3.0,4.0,3,Moderately Old,1778.0,0,0,0,Medium,lower,0.75
Flat,sector 85,2.0,2.0,3,Relatively New,1484.0,0,0,0,Low,mid,1.05
Flat,sector 82,3.0,3.0,2,Relatively New,3176.0,0,0,2,Low,mid,1.12
House,sector 26,4.0,4.0,3+,Relatively New,9000.0,1,1,2,Medium,lower,23.0
Flat,sector 95,2.0,2.0,2,New Property,695.0,0,0,0,Low,high,0.45
Flat,sector 61,3.0,3.0,2,New Property,1766.0,0,0,0,Low,lower,2.6
Flat,sector 81,3.0,4.0,3+,Relatively New,4629.0,1,0,1,High,mid,2.29
Flat,sector 84,2.0,2.0,1,Relatively New,1064.0,0,0,0,Medium,mid,0.37
House,sector 109,4.0,4.0,3+,New Property,6228.0,1,0,0,Medium,lower,6.75
Flat,sector 43,4.0,4.0,3+,Old Property,2556.0,1,0,2,High,high,6.0
Flat,sector 12,3.0,3.0,2,Relatively New,1178.0,0,0,0,Low,lower,0.6
House,sector 3,4.0,1.0,No,Moderately Old,603.0,0,0,0,Low,lower,0.92
Flat,sector 69,3.0,3.0,2,Relatively New,1578.0,0,0,2,Medium,lower,1.65
House,sector 46,3.0,3.0,2,Old Property,909.0,0,1,2,Medium,lower,2.2
Flat,sector 70,3.0,5.0,3,Relatively New,3054.0,1,0,0,Medium,mid,1.66
Flat,sector 109,3.0,4.0,3+,Relatively New,1797.0,1,0,0,High,mid,1.75
Flat,sector 108,2.0,2.0,3,Relatively New,1167.0,1,0,0,High,mid,0.97
Flat,sector 70,3.0,4.0,3,New Property,3054.0,1,0,0,Low,lower,1.8
Flat,sector 69,3.0,3.0,2,Relatively New,1455.0,0,0,0,Medium,lower,1.43
Flat,sector 112,3.0,4.0,3+,Relatively New,2226.0,1,0,2,High,mid,3.65
Flat,sector 74,3.0,3.0,3,New Property,1826.0,0,0,2,Low,mid,2.2
Flat,sector 79,2.0,2.0,3,New Property,1422.0,0,0,0,Low,lower,1.3
Flat,sector 91,4.0,4.0,3,Relatively New,2465.0,1,0,0,Medium,mid,1.9
Flat,sector 102,3.0,4.0,3,Relatively New,1944.0,1,0,0,Medium,mid,2.15
House,sector 50,6.0,6.0,No,Moderately Old,4861.0,0,0,0,Low,lower,13.2
Flat,sector 108,4.0,5.0,3+,Relatively New,2204.0,1,0,1,Medium,lower,3.0
Flat,sector 33,3.0,3.0,3+,New Property,3395.0,0,0,2,Low,mid,1.7
Flat,sector 71,3.0,3.0,2,Moderately Old,3082.0,1,0,2,Medium,high,1.15
House,sector 43,5.0,4.0,3+,Moderately Old,1836.0,1,0,2,Medium,lower,6.5
House,sector 2,8.0,9.0,3+,New Property,7200.0,1,0,0,Medium,lower,19.5
House,sector 112,4.0,6.0,3,New Property,6382.0,1,1,2,Medium,lower,7.99
Flat,sector 89,3.0,3.0,3,Under Construction,1064.0,0,1,0,Medium,lower,1.2
Flat,sector 67,4.0,4.0,3+,Relatively New,3160.0,1,0,2,Low,lower,4.5
Flat,sector 107,2.0,2.0,2,Relatively New,543.0,0,0,0,Low,mid,0.28
House,sector 13,10.0,5.0,3+,Old Property,8100.0,0,0,0,Low,lower,9.0
Flat,sector 108,2.0,2.0,2,Relatively New,1505.0,0,0,0,Low,mid,0.7
Flat,sector 77,3.0,4.0,3+,Relatively New,1810.0,1,0,2,High,mid,1.08
Flat,sector 49,1.0,1.0,1,Relatively New,500.0,0,0,0,Low,lower,0.87
Flat,sector 104,3.0,4.0,3+,Relatively New,2018.0,1,0,2,Medium,mid,1.16
House,sector 106,5.0,4.0,3+,New Property,4000.0,1,1,0,High,high,5.6
House,sector 26,5.0,5.0,2,Old Property,2700.0,1,1,1,Medium,lower,9.0
Flat,sector 36a,3.0,4.0,3,New Property,2820.0,0,0,1,Low,high,4.1
Flat,sohna road,2.0,2.0,3+,Relatively New,1367.0,0,0,0,Medium,mid,0.74
House,sector 76,2.0,2.0,2,New Property,745.0,0,0,0,Low,mid,0.75
Flat,sohna road,3.0,2.0,2,Under Construction,1013.0,0,0,0,Medium,lower,0.9
Flat,sector 6,2.0,2.0,2,Moderately Old,944.0,0,0,0,Low,lower,0.38
Flat,sector 107,3.0,4.0,3+,Relatively New,2136.0,1,0,0,Medium,mid,1.4
Flat,sector 89,3.0,3.0,2,New Property,1423.0,0,0,0,Low,lower,1.2
Flat,sector 63a,3.0,3.0,2,Under Construction,1540.0,0,0,0,Low,lower,2.0
Flat,sohna road,2.0,2.0,1,Relatively New,744.0,0,0,0,Medium,lower,0.32
House,sector 81,1.0,1.0,No,Relatively New,1095.0,0,0,0,Low,lower,0.89
House,sector 50,5.0,5.0,3,Moderately Old,3240.0,1,0,0,Low,lower,10.56
Flat,sector 74,2.0,2.0,1,New Property,1556.0,0,0,0,Low,mid,1.5
Flat,sector 102,3.0,3.0,3,Relatively New,2629.0,1,0,0,Medium,mid,1.35
Flat,sector 109,4.0,4.0,3,Relatively New,2764.0,1,0,0,High,mid,1.9
Flat,sector 77,3.0,3.0,3,Relatively New,1735.0,0,0,0,Low,mid,1.4
Flat,sector 112,4.0,6.0,3+,Relatively New,3573.0,1,0,0,Medium,high,5.31
Flat,sector 59,4.0,4.0,2,New Property,5133.0,1,0,0,Low,mid,6.75
